주소,공원_요소명,공원_거리 (m),기관명_요소명,기관명_거리 (m),역명_요소명,역명_거리 (m),정류장명_요소명,정류장명_거리 (m),주차장_요소명,주차장_거리 (m),초등학교명,초등학교 거리,중학교명,중학교 거리,고등학교명,고등학교 거리
서울특별시 금천구 독산로14길 13,금천폭포근린공원,688,고상덕산부인과의원,58,구로디지털단지,3657,시흥동은행나무,98,공유) 03-01구역(구),968,서울시흥초등학교,423,시흥중학교,710,국립전통예술고등학교,673
서울특별시 금천구 독산로20길 13,금천폭포근린공원,778,고상덕산부인과의원,112,구로디지털단지,3560,경남아파트,132,효봉공영주차장(구),888,서울시흥초등학교,355,동일중학교,734,동일여자고등학교,734
서울특별시 금천구 독산로21길 14,금천폭포근린공원,778,원효당한의원,113,구로디지털단지,3479,금빛공원앞,88,공유) 03-01구역(구),713,서울시흥초등학교,181,문일중학교,792,문일고등학교,792
서울특별시 금천구 독산로22가길 11,금천폭포근린공원,924,(재)천주교서울대교구유지재단 전진상의원,80,구로디지털단지,3595,어울샘.동산중앙교회,171,효봉공영주차장(구),831,서울금천초등학교,260,동일중학교,483,동일여자고등학교,483
서울특별시 금천구 독산로22가길 24-9,금천폭포근린공원,1023,(재)천주교서울대교구유지재단 전진상의원,164,구로디지털단지,3536,어울샘.동산중앙교회,227,효봉공영주차장(구),757,서울금천초등학교,162,동일중학교,454,동일여자고등학교,454
서울특별시 금천구 독산로22길 35-21,금천폭포근린공원,876,고상덕산부인과의원,213,구로디지털단지,3494,경남아파트,193,효봉공영주차장(구),795,서울시흥초등학교,370,동일중학교,689,동일여자고등학교,689
서울특별시 금천구 독산로22길 56,금천폭포근린공원,826,(재)천주교서울대교구유지재단 전진상의원,143,구로디지털단지,3602,시흥동은행나무,203,효봉공영주차장(구),874,서울금천초등학교,378,동일중학교,595,동일여자고등학교,595
서울특별시 금천구 독산로22길 65,금천폭포근린공원,863,(재)천주교서울대교구유지재단 전진상의원,99,구로디지털단지,3603,어울샘.동산중앙교회,192,효봉공영주차장(구),858,서울금천초등학교,329,동일중학교,545,동일여자고등학교,545
서울특별시 금천구 독산로22길 70,금천폭포근린공원,853,(재)천주교서울대교구유지재단 전진상의원,70,구로디지털단지,3633,어울샘.동산중앙교회,160,효봉공영주차장(구),883,서울금천초등학교,332,동일중학교,522,동일여자고등학교,522
서울특별시 금천구 독산로22길 72-8,금천폭포근린공원,850,(재)천주교서울대교구유지재단 전진상의원,28,구로디지털단지,3670,어울샘.동산중앙교회,114,효봉공영주차장(구),912,서울금천초등학교,330,동일중학교,483,동일여자고등학교,483
서울특별시 금천구 독산로22길 89,금천폭포근린공원,930,(재)천주교서울대교구유지재단 전진상의원,62,구로디지털단지,3628,어울샘.동산중앙교회,135,효봉공영주차장(구),857,서울금천초등학교,250,동일중학교,438,동일여자고등학교,438
서울특별시 금천구 독산로24가길 16,금천폭포근린공원,1030,한마음외과의원,123,구로디지털단지,3257,시흥초등학교.금천구보훈회관,83,공유) 03-03구역(구),645,서울시흥초등학교,189,한울중학교,726,동일여자고등학교,920
서울특별시 금천구 독산로24길 12,금천폭포근린공원,931,한마음외과의원,94,구로디지털단지,3360,시흥초등학교.금천구보훈회관,83,공유) 03-01구역(구),709,서울시흥초등학교,187,한울중학교,828,동일여자고등학교,872
서울특별시 금천구 독산로24길 43,금천폭포근린공원,1029,한마음외과의원,251,구로디지털단지,3331,시흥초등학교.금천구보훈회관,223,효봉공영주차장(구),636,서울시흥초등학교,339,동일중학교,755,동일여자고등학교,755
서울특별시 금천구 독산로24길 57,금천폭포근린공원,1060,한마음외과의원,303,구로디지털단지,3328,시흥초등학교.금천구보훈회관,274,효봉공영주차장(구),609,서울금천초등학교,346,동일중학교,718,동일여자고등학교,718
서울특별시 금천구 독산로24나길 27,금천폭포근린공원,1048,한마음외과의원,231,구로디지털단지,3296,시흥초등학교.금천구보훈회관,199,효봉공영주차장(구),617,서울시흥초등학교,314,한울중학교,751,동일여자고등학교,794
서울특별시 금천구 독산로24라길 6,금천폭포근린공원,913,한마음외과의원,163,구로디지털단지,3404,시흥초등학교.금천구보훈회관,135,효봉공영주차장(구),753,서울시흥초등학교,256,동일중학교,802,동일여자고등학교,802
서울특별시 금천구 독산로26길 19,금천폭포근린공원,1035,한마음외과의원,107,구로디지털단지,3237,시흥초등학교.금천구보훈회관,70,공유) 03-01구역(구),595,서울시흥초등학교,148,한울중학교,716,동일여자고등학교,973
서울특별시 금천구 독산로27길 44,금천폭포근린공원,1164,성메디칼산부인과의원,142,구로디지털단지,3086,동산교회앞,35,공유) 03-03구역(구),423,서울시흥초등학교,221,한울중학교,601,문일고등학교,1081
서울특별시 금천구 독산로28가길 12,금천폭포근린공원,1140,한마음외과의원,213,구로디지털단지,3141,동산교회앞,79,공유) 03-03구역(구),554,서울시흥초등학교,240,한울중학교,612,동일여자고등학교,993
서울특별시 금천구 독산로2길 11,금천폭포근린공원,146,경희스마일한의원,113,가산디지털단지,4050,백산초등학교,55,공유) 02-38구역(구),1137,서울백산초등학교,178,시흥중학교,225,국립전통예술고등학교,288
서울특별시 금천구 독산로2길 13-6,금천폭포근린공원,126,연세가정의원,139,가산디지털단지,4081,금천폭포공원.천주교시흥성당,79,공유) 02-38구역(구),1165,서울백산초등학교,147,시흥중학교,195,국립전통예술고등학교,256
서울특별시 금천구 독산로32가길 1,금천폭포근린공원,1198,성메디칼산부인과의원,163,구로디지털단지,3073,동산교회앞,68,공유) 03-03구역(구),490,서울시흥초등학교,275,한울중학교,552,동일여자고등학교,1055
서울특별시 금천구 독산로32가길 22,금천체육공원(관악산),1112,서울강한신경외과의원,137,구로디지털단지,2990,동산교회앞,155,효봉공영주차장(구),472,서울신흥초등학교,268,한울중학교,459,동일여자고등학교,1078
서울특별시 금천구 독산로32길 46-29,금천체육공원(관악산),1122,서울강한신경외과의원,273,구로디지털단지,3034,동산교회앞,255,효봉공영주차장(구),386,서울신흥초등학교,173,한울중학교,489,동일여자고등학교,958
서울특별시 금천구 독산로32나길 32-11,금천체육공원(관악산),1073,서울강한신경외과의원,235,구로디지털단지,2981,현대시장.시흥4동주민센터,258,효봉공영주차장(구),366,서울신흥초등학교,155,한울중학교,435,동일여자고등학교,1011
서울특별시 금천구 독산로33길 32,금천폭포근린공원,1122,수한의원,33,구로디지털단지,3120,동산교회앞,152,공유) 03-01구역(구),361,서울시흥초등학교,199,한울중학교,681,문일고등학교,995
서울특별시 금천구 독산로33길 34,금천폭포근린공원,1119,수한의원,24,구로디지털단지,3124,동산교회앞,163,공유) 03-01구역(구),354,서울시흥초등학교,201,한울중학교,689,문일고등학교,986
서울특별시 금천구 독산로35가길 13,금천체육공원(관악산),1066,태인한의원,144,구로디지털단지,2817,현대시장.시흥4동주민센터,154,공유) 03-03구역(구),134,서울시흥초등학교,500,한울중학교,472,문일고등학교,1256
서울특별시 금천구 독산로35길 15-12,금천폭포근린공원,1208,수한의원,91,구로디지털단지,3034,동산교회앞,133,공유) 03-03구역(구),328,서울시흥초등학교,275,한울중학교,597,문일고등학교,1080
서울특별시 금천구 독산로35길 15-20,금천폭포근린공원,1199,수한의원,80,구로디지털단지,3043,동산교회앞,137,공유) 03-01구역(구),328,서울시흥초등학교,268,한울중학교,608,문일고등학교,1068
서울특별시 금천구 독산로35길 15-8,금천폭포근린공원,1220,수한의원,105,구로디지털단지,3023,동산교회앞,130,공유) 03-03구역(구),322,서울시흥초등학교,285,한울중학교,583,문일고등학교,1094
서울특별시 금천구 독산로36가길 12,금천체육공원(관악산),924,제일내과의원,36,구로디지털단지,2794,현대시장.시흥4동주민센터,138,남부여성발전센터 공영주차장(시),323,서울신흥초등학교,273,한울중학교,270,동일여자고등학교,1228
서울특별시 금천구 독산로36가길 13,금천체육공원(관악산),920,제일내과의원,13,구로디지털단지,2783,현대시장.시흥4동주민센터,128,남부여성발전센터 공영주차장(시),312,서울신흥초등학교,296,한울중학교,268,동일여자고등학교,1249
서울특별시 금천구 독산로36가길 7,금천체육공원(관악산),962,제일내과의원,50,구로디지털단지,2827,현대시장.시흥4동주민센터,103,공유) 03-17구역(구),353,서울신흥초등학교,283,한울중학교,309,동일여자고등학교,1215
서울특별시 금천구 독산로36길 10-5,금천체육공원(관악산),1074,서울강한신경외과의원,74,구로디지털단지,2939,현대시장.시흥4동주민센터,104,공유) 03-03구역(구),421,서울신흥초등학교,295,한울중학교,420,동일여자고등학교,1142
서울특별시 금천구 독산로36길 71-1,금천체육공원(관악산),813,정정형외과의원,59,구로디지털단지,2728,현대시장.시흥4동주민센터,317,효봉공영주차장(구),248,서울신흥초등학교,199,한울중학교,191,동일여자고등학교,1202
서울특별시 금천구 독산로38길 72,금천체육공원(관악산),735,김내과의원,114,구로디지털단지,2556,남부여성발전센터,94,남부여성발전센터 공영주차장(시),96,서울신흥초등학교,472,한울중학교,169,동일여자고등학교,1464
서울특별시 금천구 독산로38길 78,금천체육공원(관악산),716,김내과의원,96,구로디지털단지,2533,남부여성발전센터,82,남부여성발전센터 공영주차장(시),77,서울신흥초등학교,490,한울중학교,170,동일여자고등학교,1484
서울특별시 금천구 독산로39길 16-12,금천체육공원(관악산),1050,서울바른마음치과의원,35,구로디지털단지,2857,현대시장.시흥4동주민센터,50,공유) 03-03구역(구),257,서울신흥초등학교,435,한울중학교,418,문일고등학교,1264
서울특별시 금천구 독산로39길 48-2,금천폭포근린공원,1218,수한의원,87,구로디지털단지,3025,동산교회앞,196,공유) 03-01구역(구),270,서울시흥초등학교,305,한울중학교,624,문일고등학교,1062
서울특별시 금천구 독산로40길 84-5,금천체육공원(관악산),755,엘림의원,114,구로디지털단지,2688,현대시장.시흥4동주민센터,418,효봉공영주차장(구),178,서울신흥초등학교,227,한울중학교,204,동일여자고등학교,1206
서울특별시 금천구 독산로41길 29,금천체육공원(관악산),1092,서울바른마음치과의원,104,구로디지털단지,2872,현대시장.시흥4동주민센터,116,공유) 03-03구역(구),204,서울시흥초등학교,436,한울중학교,474,문일고등학교,1223
서울특별시 금천구 독산로41길 36,금천체육공원(관악산),1116,서울바른마음치과의원,141,구로디지털단지,2882,현대시장.시흥4동주민센터,152,공유) 03-03구역(구),181,서울시흥초등학교,435,한울중학교,505,문일고등학교,1201
서울특별시 금천구 독산로43가길 33,금천체육공원(관악산),1063,태인한의원,160,구로디지털단지,2805,현대시장.시흥4동주민센터,172,공유) 03-03구역(구),113,서울시흥초등학교,517,한울중학교,478,문일고등학교,1263
서울특별시 금천구 독산로43가길 38,금천체육공원(관악산),1088,태인한의원,201,구로디지털단지,2810,현대시장.시흥4동주민센터,212,공유) 03-03구역(구),79,서울시흥초등학교,526,한울중학교,514,문일고등학교,1247
서울특별시 금천구 독산로44가길 12,금천체육공원(관악산),780,제일내과의원,158,구로디지털단지,2620,남부여성발전센터,158,남부여성발전센터 공영주차장(시),150,서울신흥초등학교,406,한울중학교,161,동일여자고등학교,1395
서울특별시 금천구 독산로44가길 16,금천체육공원(관악산),767,김내과의원,170,구로디지털단지,2606,남부여성발전센터,147,남부여성발전센터 공영주차장(시),136,서울신흥초등학교,417,한울중학교,155,동일여자고등학교,1407
서울특별시 금천구 독산로44가길 23,금천체육공원(관악산),739,김내과의원,129,구로디지털단지,2566,남부여성발전센터,109,남부여성발전센터 공영주차장(시),101,서울신흥초등학교,457,한울중학교,159,동일여자고등학교,1449
서울특별시 금천구 독산로44길 37-2,금천체육공원(관악산),757,정정형외과의원,82,구로디지털단지,2640,남부여성발전센터,251,남부여성발전센터 공영주차장(시),189,서울신흥초등학교,323,한울중학교,103,동일여자고등학교,1323
서울특별시 금천구 독산로44길 48,금천체육공원(관악산),758,정정형외과의원,55,구로디지털단지,2656,남부여성발전센터,295,남부여성발전센터 공영주차장(시),223,서울신흥초등학교,288,한울중학교,111,동일여자고등학교,1290
서울특별시 금천구 독산로45길 16-12,금천체육공원(관악산),825,김내과의원,118,구로디지털단지,2565,남부여성발전센터,67,공유) 03-17구역(구),30,서울독산초등학교,536,한울중학교,321,문일고등학교,1512
서울특별시 금천구 독산로45나길 9,금천체육공원(관악산),947,태인한의원,186,구로디지털단지,2678,남부여성발전센터,187,공유) 03-03구역(구),148,서울신흥초등학교,584,한울중학교,401,문일고등학교,1388
서울특별시 금천구 독산로47가길 38,금천체육공원(관악산),1005,태인한의원,225,구로디지털단지,2708,현대시장.시흥4동주민센터,246,공유) 03-03구역(구),82,서울금나래초등학교,603,한울중학교,469,문일고등학교,1344
서울특별시 금천구 독산로50길 130-9,금천체육공원(관악산),763,해맑은치과의원,253,구로디지털단지,2709,현대시장.시흥4동주민센터,626,효봉공영주차장(구),116,서울신흥초등학교,327,한울중학교,395,동일여자고등학교,1149
서울특별시 금천구 독산로50마길 39-5,금천체육공원(관악산),880,엘림의원,385,구로디지털단지,2821,난향동주민센터,565,효봉공영주차장(구),163,서울신흥초등학교,353,한울중학교,521,동일여자고등학교,1038
서울특별시 금천구 독산로56길 18-10,금천체육공원(관악산),640,마음우리한의원,63,구로디지털단지,2404,남부여성발전센터,106,공유) 03-25구역(구),54,서울독산초등학교,492,한울중학교,260,독산고등학교,1530
서울특별시 금천구 독산로56길 22,금천체육공원(관악산),611,마음우리한의원,93,구로디지털단지,2372,남부여성발전센터,138,공유) 03-25구역(구),21,서울독산초등학교,481,한울중학교,272,독산고등학교,1499
서울특별시 금천구 독산로58가길 15,금천체육공원(관악산),558,마음우리한의원,148,구로디지털단지,2325,독산동정훈단지,168,공유) 03-25구역(구),36,서울문교초등학교,450,한울중학교,284,독산고등학교,1444
서울특별시 금천구 독산로58가길 33,금천체육공원(관악산),530,김내과의원,181,구로디지털단지,2354,남부여성발전센터,208,공유) 03-26구역(구),50,서울문교초등학교,405,한울중학교,214,독산고등학교,1435
서울특별시 금천구 독산로58가길 35,금천체육공원(관악산),524,김내과의원,190,구로디지털단지,2355,남부여성발전센터,216,공유) 03-26구역(구),45,서울문교초등학교,397,한울중학교,209,독산고등학교,1431
서울특별시 금천구 독산로58가길 42,금천체육공원(관악산),524,김내과의원,204,구로디지털단지,2372,남부여성발전센터,227,공유) 03-32구역(구),56,서울문교초등학교,389,한울중학교,182,독산고등학교,1435
서울특별시 금천구 독산로58가길 63,금천체육공원(관악산),412,세란가정의원,221,구로디지털단지,2275,독산동정훈단지,330,공유) 03-32구역(구),65,서울문교초등학교,282,한울중학교,270,독산고등학교,1324
서울특별시 금천구 독산로58가길 68,금천체육공원(관악산),386,세란가정의원,233,구로디지털단지,2262,독산동정훈단지,356,공유) 03-31구역(구),72,서울문교초등학교,253,한울중학교,285,독산고등학교,1300
서울특별시 금천구 독산로58길 40,금천체육공원(관악산),476,세란가정의원,118,구로디지털단지,2243,독산동정훈단지,195,공유) 03-27구역(구),34,서울문교초등학교,381,한울중학교,335,독산고등학교,1356
서울특별시 금천구 독산로58라길 10,금천체육공원(관악산),473,세란가정의원,173,구로디지털단지,2283,독산동정훈단지,241,공유) 03-26구역(구),40,서울문교초등학교,359,한울중학교,278,독산고등학교,1370
서울특별시 금천구 독산로5길 6,금천폭포근린공원,282,경희스마일한의원,160,가산디지털단지,3976,백산초등학교,95,공유) 03-01구역(구),1144,서울백산초등학교,278,시흥중학교,333,국립전통예술고등학교,351
서울특별시 금천구 독산로60길 30,금천체육공원(관악산),507,성모의원,106,구로디지털단지,2235,독산동정훈단지,149,공유) 03-24구역(구),61,서울문교초등학교,421,한울중학교,365,독산고등학교,1373
서울특별시 금천구 독산로62길 54,금천체육공원(관악산),381,세란가정의원,74,구로디지털단지,2144,독산동정훈단지,266,공유) 03-27구역(구),73,서울문교초등학교,309,한울중학교,413,독산고등학교,1249
서울특별시 금천구 독산로62길 60,금천체육공원(관악산),349,세란가정의원,100,구로디지털단지,2126,독산동정훈단지,299,공유) 03-31구역(구),90,서울문교초등학교,279,한울중학교,424,독산고등학교,1221
서울특별시 금천구 독산로64길 70-9,금천체육공원(관악산),284,세란가정의원,161,구로디지털단지,2098,독산동정훈단지,364,공유) 03-34구역(구),88,서울문교초등학교,218,한울중학교,448,독산고등학교,1167
서울특별시 금천구 독산로64나길 12,금천체육공원(관악산),498,세란가정의원,81,구로디지털단지,2116,독산동정훈단지,158,공유) 03-35구역(구),53,서울독산초등학교,357,한울중학교,502,독산고등학교,1304
서울특별시 금천구 독산로64다길 12,금천체육공원(관악산),442,세란가정의원,45,구로디지털단지,2094,독산동정훈단지,215,공유) 03-29구역(구),34,서울문교초등학교,401,한울중학교,495,독산고등학교,1257
서울특별시 금천구 독산로64다길 14,금천체육공원(관악산),441,세란가정의원,62,구로디지털단지,2077,독산동정훈단지,214,공유) 03-29구역(구),17,서울독산초등학교,406,한울중학교,512,독산고등학교,1247
서울특별시 금천구 독산로68길 99,금천체육공원(관악산),163,세란가정의원,274,구로디지털단지,1986,독산4동주민센터,447,공유) 03-34구역(구),79,서울문교초등학교,179,한울중학교,566,독산고등학교,1030
서울특별시 금천구 독산로69길 15,금천체육공원(관악산),737,정정균치과의원,92,구로디지털단지,2165,독산동정훈단지,96,공유) 03-20구역(구),30,서울독산초등학교,113,한울중학교,651,독산고등학교,1475
서울특별시 금천구 독산로6길 19,금천폭포근린공원,182,경희스마일한의원,203,가산디지털단지,4104,백산초등학교,113,공유) 02-38구역(구),1235,서울백산초등학교,150,시흥중학교,205,국립전통예술고등학교,221
서울특별시 금천구 독산로70길 43-6,금천체육공원(관악산),424,세란가정의원,162,구로디지털단지,1973,독산4동주민센터,178,공유) 03-28구역(구),76,서울독산초등학교,420,한울중학교,612,독산고등학교,1168
서울특별시 금천구 독산로70길 72-5,금천체육공원(관악산),260,세란가정의원,205,구로디지털단지,1968,독산4동주민센터,342,공유) 03-34구역(구),50,서울문교초등학교,275,한울중학교,578,독산고등학교,1070
서울특별시 금천구 독산로70길 76,금천체육공원(관악산),265,세란가정의원,213,구로디지털단지,1952,독산4동주민센터,334,공유) 03-33구역(구),65,서울문교초등학교,288,한울중학교,594,독산고등학교,1061
서울특별시 금천구 독산로70길 77-4,금천체육공원(관악산),252,세란가정의원,258,구로디지털단지,1906,독산동성당앞,331,공유) 03-34구역(구),105,서울문교초등학교,302,한울중학교,639,독산고등학교,1016
서울특별시 금천구 독산로70길 78-5,금천체육공원(관악산),232,세란가정의원,232,구로디지털단지,1956,독산4동주민센터,368,공유) 03-34구역(구),54,서울문교초등학교,257,한울중학교,590,독산고등학교,1045
서울특별시 금천구 독산로70길 90,금천체육공원(관악산),198,세란가정의원,279,구로디지털단지,1923,독산동성당앞,381,공유) 03-34구역(구),92,서울문교초등학교,251,한울중학교,624,독산고등학교,999
서울특별시 금천구 독산로70길 91,금천체육공원(관악산),195,세란가정의원,305,구로디지털단지,1893,독산동성당앞,368,공유) 03-34구역(구),122,서울문교초등학교,268,한울중학교,654,독산고등학교,971
서울특별시 금천구 독산로70나길 4,금천체육공원(관악산),460,세란가정의원,138,구로디지털단지,2013,독산4동주민센터,161,공유) 03-28구역(구),36,서울독산초등학교,380,한울중학교,589,독산고등학교,1216
서울특별시 금천구 독산로72길 37,감로천생태공원(관악산),371,청목한의원,142,구로디지털단지,1872,독산동성당앞,188,공유) 03-28구역(구),179,서울문교초등학교,445,한울중학교,700,독산고등학교,1075
서울특별시 금천구 독산로72길 64,감로천생태공원(관악산),257,청목한의원,227,구로디지털단지,1805,독산동성당앞,235,공유) 03-33구역(구),211,서울문교초등학교,402,한울중학교,744,독산고등학교,961
서울특별시 금천구 독산로74길 19-8,감로천생태공원(관악산),378,박재영치과의원,103,구로디지털단지,1783,독산동성당앞,122,공유) 03-28구역(구),264,서울문교초등학교,514,한울중학교,793,독산고등학교,1026
서울특별시 금천구 독산로74길 24-5,감로천생태공원(관악산),403,청목한의원,102,구로디지털단지,1860,독산동성당앞,149,공유) 03-28구역(구),187,서울독산초등학교,458,한울중학교,724,독산고등학교,1090
서울특별시 금천구 독산로80길 34-9,감로천생태공원(관악산),316,보성한의원,223,구로디지털단지,1646,독산동쌈지공원,155,공유) 04-00구역(구),361,서울정심초등학교,382,문성중학교,678,독산고등학교,876
서울특별시 금천구 독산로82가길 25,감로천생태공원(관악산),302,김대수치과의원,194,구로디지털단지,1569,독산동쌈지공원,163,공유) 04-00구역(구),277,서울정심초등학교,303,문성중학교,582,독산고등학교,781
서울특별시 금천구 독산로82가길 31,감로천생태공원(관악산),283,김대수치과의원,210,구로디지털단지,1566,독산동쌈지공원,189,공유) 04-00구역(구),274,서울정심초등학교,275,문성중학교,562,독산고등학교,758
서울특별시 금천구 독산로82길 10,감로천생태공원(관악산),386,김대수치과의원,107,구로디지털단지,1498,독산동쌈지공원,111,공유) 04-00구역(구),215,서울정심초등학교,344,문성중학교,565,독산고등학교,778
서울특별시 금천구 독산로82길 20-8,감로천생태공원(관악산),336,김대수치과의원,160,구로디지털단지,1543,독산동쌈지공원,136,공유) 04-00구역(구),253,서울정심초등학교,319,문성중학교,577,독산고등학교,782
서울특별시 금천구 독산로82길 24-12,감로천생태공원(관악산),307,김대수치과의원,187,구로디지털단지,1559,독산동쌈지공원,162,공유) 04-00구역(구),267,서울정심초등학교,299,문성중학교,573,독산고등학교,774
서울특별시 금천구 독산로8길 20,금천폭포근린공원,338,본치과의원,261,구로디지털단지,3999,백산초등학교,208,공유) 03-01구역(구),1210,서울백산초등학교,291,시흥중학교,343,국립전통예술고등학교,311
서울특별시 금천구 독산로8길 28,금천폭포근린공원,335,부강한의원,265,구로디지털단지,4034,백산초등학교,231,공유) 03-01구역(구),1252,서울백산초등학교,277,시흥중학교,327,국립전통예술고등학교,281
서울특별시 금천구 독산로8길 45,금천폭포근린공원,358,이성림 산부인과의원,278,구로디지털단지,4094,백산초등학교,297,공유) 03-01구역(구),1330,서울백산초등학교,280,시흥중학교,322,국립전통예술고등학교,245
서울특별시 금천구 독산로8길 6,금천폭포근린공원,343,경희스마일한의원,249,구로디지털단지,3953,은행나무입구사거리,176,공유) 03-01구역(구),1149,서울백산초등학교,315,시흥중학교,370,국립전통예술고등학교,357
서울특별시 금천구 독산로8나길 15,금천폭포근린공원,426,이성림 산부인과의원,223,구로디지털단지,4076,시흥동은행나무,252,공유) 03-01구역(구),1340,서울백산초등학교,346,시흥중학교,384,국립전통예술고등학교,297
서울특별시 금천구 독산로8다길 5-3,금천폭포근린공원,371,이성림 산부인과의원,297,구로디지털단지,4139,시흥동은행나무,325,공유) 03-01구역(구),1383,서울백산초등학교,283,시흥중학교,318,국립전통예술고등학교,225
서울특별시 금천구 독산로8다길 5-6,금천폭포근린공원,391,이성림 산부인과의원,283,구로디지털단지,4134,시흥동은행나무,312,공유) 03-01구역(구),1385,서울백산초등학교,303,시흥중학교,337,국립전통예술고등학교,241
서울특별시 금천구 독산로94길 6,만수천공원(관악산),424,삼성정형외과의원,187,구로디지털단지,1215,독산동남문시장,113,공유) 04-00구역(구),83,서울정심초등학교,422,문성중학교,399,독산고등학교,634
서울특별시 금천구 독산로96길 27-10,만수천공원(관악산),401,금천수의원,307,구로디지털단지,1091,독산3동주민센터,147,공유) 04-17구역(구),46,서울영남초등학교,361,문성중학교,289,독산고등학교,516
서울특별시 금천구 독산로96길 27-6,만수천공원(관악산),396,금천수의원,317,구로디지털단지,1103,독산3동주민센터,149,공유) 04-17구역(구),59,서울영남초등학교,367,문성중학교,293,독산고등학교,521
서울특별시 금천구 독산로96길 28-9,만수천공원(관악산),366,삼성정형외과의원,261,구로디지털단지,1185,독산3동주민센터,180,공유) 04-18구역(구),101,서울정심초등학교,394,문성중학교,317,독산고등학교,551
서울특별시 금천구 독산로99길 20,만수천공원(관악산),630,바른이웃치과의원,274,구로디지털단지,1095,독산3동주민센터,103,공유) 04-18구역(구),187,서울문성초등학교,245,문성중학교,556,독산고등학교,782
서울특별시 금천구 두산로 17,감로천생태공원(관악산),1605,더튼튼한의원,298,가산디지털단지,1245,시흥모터스,37,공유) 02-10구역(구),216,서울두산초등학교,365,가산중학교,463,진성고등학교,1160
서울특별시 금천구 두산로10길 9,감로천생태공원(관악산),1313,경희참한의원,243,가산디지털단지,1492,진도아파트,93,공유) 02-12구역(구),49,서울두산초등학교,311,가산중학교,167,진성고등학교,1440
서울특별시 금천구 두산로5길 25,감로천생태공원(관악산),1581,가산테라치과의원,316,가산디지털단지,1168,시흥모터스,147,공유) 02-10구역(구),203,서울두산초등학교,470,가산중학교,498,진성고등학교,1214
서울특별시 금천구 두산로9길 18,감로천생태공원(관악산),1329,연세이안치과의원,242,가산디지털단지,1374,진도아파트,90,공유) 02-09구역(구),70,서울두산초등학교,437,가산중학교,291,진성고등학교,1445
서울특별시 금천구 두산로9길 23,감로천생태공원(관악산),1383,연세이안치과의원,300,가산디지털단지,1311,진도아파트,114,공유) 02-09구역(구),115,서울두산초등학교,456,가산중학교,349,진성고등학교,1402
서울특별시 금천구 디지털로10길 55,만수천공원(관악산),1684,경희바라봄한의원,97,가산디지털단지,820,가산동주민센터.금천글로벌센터,184,공유) 01-63구역(구),325,서울가산초등학교,592,세일중학교,483,진성고등학교,1389
서울특별시 금천구 문성로 6-7,만수천공원(관악산),490,금천수의원,226,구로디지털단지,1023,독산3동주민센터,68,공유) 04-18구역(구),79,서울영남초등학교,424,문성중학교,363,독산고등학교,580
서울특별시 금천구 문성로 62-6,만수천공원(관악산),393,푸른한의원,423,구로디지털단지,1147,난곡우체국사거리,443,공유) 04-14구역(구),83,서울영남초등학교,130,난곡중학교,145,독산고등학교,77
서울특별시 금천구 문성로3가길 20,만수천공원(관악산),533,금천수요양병원,242,구로디지털단지,888,모두의학교.금천문화예술정보학교,277,공유) 04-06구역(구),123,서울영남초등학교,257,난곡중학교,271,독산고등학교,356
서울특별시 금천구 문성로7길 5,만수천공원(관악산),471,금천수의원,232,구로디지털단지,953,독산3동주민센터,218,공유) 04-12구역(구),73,서울영남초등학교,310,문성중학교,280,독산고등학교,461
서울특별시 금천구 범안로11길 45,감로천생태공원(관악산),1517,양성욱치과의원,222,가산디지털단지,1498,진도아파트,256,독산동 금천교 공영주차장(시),231,서울두산초등학교,111,가산중학교,324,진성고등학교,1245
서울특별시 금천구 범안로11길 60,감로천생태공원(관악산),1490,양성욱치과의원,324,가산디지털단지,1420,진도아파트,163,공유) 02-12구역(구),229,서울두산초등학교,213,가산중학교,310,진성고등학교,1263
서울특별시 금천구 범안로12가길 31-10,감로천생태공원(관악산),1335,성신고려요양병원,159,가산디지털단지,1939,독산동우시장.금천50플러스센터,179,독산동 금천교 공영주차장(시),370,서울두산초등학교,353,가산중학교,387,운산고등학교,1535
서울특별시 금천구 범안로12길 29-34,감로천생태공원(관악산),1384,생기한의원,232,가산디지털단지,1996,독산동우시장.금천50플러스센터,256,독산동 금천교 공영주차장(시),388,서울두산초등학교,398,가산중학교,466,운산고등학교,1461
서울특별시 금천구 범안로12길 50,감로천생태공원(관악산),1454,생기한의원,241,가산디지털단지,1972,독산동우시장.금천50플러스센터,307,독산동 금천교 공영주차장(시),338,서울두산초등학교,371,가산중학교,494,운산고등학교,1409
서울특별시 금천구 범안로15길 21,감로천생태공원(관악산),1387,생기한의원,93,가산디지털단지,1685,독산동우시장.금천50플러스센터,238,독산동 금천교 공영주차장(시),242,서울두산초등학교,138,가산중학교,234,진성고등학교,1409
서울특별시 금천구 범안로15길 8-13,감로천생태공원(관악산),1288,성신고려요양병원,75,가산디지털단지,1742,독산동우시장.금천50플러스센터,145,가산중앞(구),209,서울두산초등학교,240,가산중학교,176,진성고등학교,1510
서울특별시 금천구 범안로17길 17-19,감로천생태공원(관악산),1313,생기한의원,98,가산디지털단지,1704,독산동우시장.금천50플러스센터,185,가산중앞(구),209,서울두산초등학교,208,가산중학교,170,진성고등학교,1475
