주차장명,위도,경도,주소,전화번호,유무료구분,기본 주차 요금,추가 단위 요금,기본 주차 시간(분 단위),추가 단위 시간(분 단위),일 최대 요금,버스 기본 주차 요금,버스 추가 단위 요금,주소_정제
효봉공영주차장(구),37.46077721,126.91096477,금천구 시흥동 3-129,,Y,65.0,65.0,5.0,5.0,,0.0,0.0,금천구 시흥동 3-129
고척1동마을공동주차장(구),37.50228329,126.86393268,구로구 고척동 52-54,02-839-4875,Y,100.0,100.0,5.0,5.0,0.0,0.0,0.0,구로구 고척동 52-54
영등포본동제1공영(구),37.51440196,126.90917949,영등포구 영등포동 592-10,02-2677-1401,Y,100.0,100.0,5.0,5.0,0.0,0.0,0.0,영등포구 영등포동 592-10
가산동공영주차장(구),37.47666086,126.89557749,금천구 가산동 148-28,02-809-0061,Y,65.0,65.0,5.0,5.0,0.0,0.0,0.0,금천구 가산동 148-28
견인보관소 노외(구),37.48299347,126.87581985,금천구 가산동 614-34,02-854-5273,Y,300.0,0.0,10.0,0.0,9000.0,0.0,0.0,금천구 가산동 614-34
영등포동제2공영(구),37.523784,126.90858163,영등포구 영등포동7가 29-122,02-2634-1308,Y,100.0,100.0,5.0,5.0,0.0,0.0,0.0,영등포구 영등포동7가 29-122
양재주차빌딩(구),37.47860952,127.04136907,서초구 양재동 90-2,02-577-2225,Y,300.0,300.0,10.0,10.0,0.0,0.0,0.0,서초구 양재동 90-2
일원역 공영주차장(시),37.48468629,127.08408987,강남구 일원동 716-2,,Y,170.0,170.0,5.0,5.0,12200.0,0.0,0.0,강남구 일원동 716-2
탄천 공영주차장(구),37.508712,127.068195,강남구 대치동 78-25,02-2176-0901,Y,100.0,,5.0,,,0.0,0.0,강남구 대치동 78-25
사당노외 공영주차장(시),37.47543791,126.98377372,서초구 방배동 507-1,02-3405-4078,Y,400.0,400.0,5.0,5.0,28800.0,0.0,0.0,서초구 방배동 507-1
개포동공원 공영주차장(구),37.48949036,127.06623841,강남구 개포동 183-2,02-2176-0916,Y,200.0,200.0,5.0,5.0,,0.0,0.0,강남구 개포동 183-2
언남문화체육센터 공영주차장(구),37.47217874,127.04431809,서초구 양재동 309-0,02-577-7718,Y,300.0,300.0,10.0,10.0,20000.0,0.0,0.0,서초구 양재동 309-0
강남치매지원센터 공영주차장(구),37.5102479,127.04645828,강남구 삼성동 113-26,02-552-7849,Y,400.0,400.0,5.0,5.0,,0.0,0.0,강남구 삼성동 113-26
수서역북 공영주차장(시),37.48801285,127.09994995,강남구 수서동 735-0,02-3405-4076,Y,320.0,320.0,5.0,5.0,23000.0,0.0,0.0,강남구 수서동 735-0
언구비 공영주차장(구),37.50474149,127.02098179,서초구 반포동 741-3,02-2155-7287,Y,300.0,300.0,10.0,10.0,0.0,0.0,0.0,서초구 반포동 741-3
신천유수지 공영주차장(시),37.52231457,127.10290327,송파구 신천동 14-0,02-414-6417,Y,260.0,260.0,5.0,5.0,18700.0,0.0,0.0,송파구 신천동 14-0
복정역 공영주차장(시),37.47005293,127.1277329,송파구 장지동 600-2,02-3405-4075,Y,170.0,170.0,5.0,5.0,12200.0,0.0,0.0,송파구 장지동 600-2
아시아공원(구),37.5102769,127.078388,송파구 잠실동 84-0,02-415-7734,Y,250.0,,5.0,,,0.0,0.0,송파구 잠실동 84-0
가락 1공영주차장(구),37.49442481,127.11884506,송파구 가락동 98-1,02-430-1580,Y,250.0,250.0,5.0,5.0,,0.0,0.0,송파구 가락동 98-1
남산한옥마을 공영주차장(시),37.56005799,126.99316078,중구 필동2가 83-1,,Y,430.0,430.0,5.0,5.0,30900.0,860.0,,중구 필동2가 83-1
도봉산 공영주차장(시),37.6876442,127.04066026,도봉구 도봉동 282-26,,Y,170.0,170.0,5.0,5.0,12200.0,0.0,0.0,도봉구 도봉동 282-26
볕우물 공영주차장(시),37.55237413,127.13512275,강동구 암사동 473-3,02-2290-6410,Y,130.0,130.0,5.0,5.0,9300.0,0.0,0.0,강동구 암사동 473-3
필동 공영주차장(구),37.55660191,126.99589418,중구 필동3가 62-12,02-2280-8368,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,중구 필동3가 62-12
천호역 공영주차장(시),37.53849749,127.12512853,강동구 천호동 455-0,02-2290-6201,Y,260.0,260.0,5.0,5.0,18700.0,0.0,0.0,강동구 천호동 455-0
안말 주차장(구),37.531248,127.129855,강동구 성내동 512-0,02-482-3194,Y,150.0,150.0,5.0,5.0,,0.0,0.0,강동구 성내동 512-0
가락 2공영주차장(구),37.49483782,127.11962395,송파구 가락동 80-2,02-401-1580,Y,250.0,250.0,5.0,5.0,,0.0,0.0,송파구 가락동 80-2
거여동(기계식)(구),37.49227702,127.15038338,송파구 거여동 33-16,02-430-4819,Y,50.0,,5.0,,,0.0,0.0,송파구 거여동 33-16
풍납2(구),37.53604678,127.11607498,송파구 풍납동 175-0,,Y,50.0,,5.0,,,0.0,0.0,송파구 풍납동 175-0
풍납1(구),37.53551936,127.12029156,송파구 풍납동 154-0,,Y,50.0,,5.0,,,0.0,0.0,송파구 풍납동 154-0
테헤란로78길노상(구),37.505742,127.05538,강남구 대치동 1011-6 포스코 센터 옆길,02-2176-0907,Y,800.0,400.0,10.0,5.0,48000.0,0.0,0.0,강남구 대치동 1011-6 포스코 센터 옆길
영동대로86길노상(구),37.508157,127.065644,강남구 대치동 1012-8,02-2176-0907,Y,800.0,400.0,10.0,5.0,48000.0,0.0,0.0,강남구 대치동 1012-8
남산소파길 공영주차장(시),37.55695635,126.98590133,중구 예장동 8-172,,Y,250.0,250.0,5.0,5.0,0.0,0.0,0.0,중구 예장동 8-172
공유) 03-15(구),37.566559577,127.03331351,성동구 홍익동 101-2,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 홍익동 101-2
공유) 03-20(구),37.564189907,127.03543305,성동구 도선동 12-1,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 도선동 12-1
남산예장 관광버스전용 주차장(시),37.559821,126.989076,중구 예장동 4-1,02-2290-7227,Y,6000.0,500.0,120.0,5.0,0.0,6000.0,500.0,중구 예장동 4-1
장안1동 공영주차장(시),37.56941,127.066994,동대문구 장안동 392-3,02-3405-4598,Y,130.0,130.0,5.0,5.0,9300.0,0.0,0.0,동대문구 장안동 392-3
면목유수지 공영주차장(시),37.579494,127.081451,중랑구 면목동 168-2,,Y,100.0,100.0,5.0,5.0,0.0,0.0,0.0,중랑구 면목동 168-2
훈련원공원 앞 관광버스 전용 주차장(시),37.566858,127.003745,중구 을지로5가 40-2,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,중구 을지로5가 40-2
DDP 유어스빌딩 앞 관광버스 주차허용 구간(시),37.56785,127.0117,중구 신당동 204-92,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,중구 신당동 204-92
성촌공원 남측 관광버스 주차허용 구간(시),37.53056542,126.9539125,용산구 이촌동 173-1,,N,,,,,,,,용산구 이촌동 173-1
성암로 관광버스 주차허용 구간(시),37.581002,126.892587,마포구 상암동 1695-0,,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,마포구 상암동 1695-0
이태원 입구 관광버스 승하차 허용 구간(시),37.534136392,126.9892919,용산구 이태원동 56-4,,N,,,,,,,,용산구 이태원동 56-4
신세계면세점 명동점 앞 관광버스 승하차 허용 구간(시),37.56011521,126.9814121,중구 충무로1가 52-47 (신세계면세점 명동점 옆),,N,,,,,,,,중구 충무로1가 52-47 (신세계면세점 명동점 옆)
옥수유수지(평면) 공영주차장(구),37.541363,127.018293,성동구 옥수동 77-3,02-2204-7970,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,성동구 옥수동 77-3
공유) 04-03(구),37.5715,127.03612,성동구 마장동 450-65,02-2204-7970,Y,900.0,900.0,30.0,30.0,10000.0,0.0,0.0,성동구 마장동 450-65
거여동 거주자상생주차장(구),37.493986,127.146035,송파구 거여동 41-4,02-2147-3190,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,송파구 거여동 41-4
갈산 거주자우선주차장(구),37.510638,126.870335,양천구 신정동 1325-4,,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,양천구 신정동 1325-4
효자로 관광버스 주차허용 구간(시),37.58381667,126.97205,종로구 궁정동 15-0 (청운효자동 주민센터 ~ 무궁화동산 앞),02-2133-2357,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,종로구 궁정동 15-0 (청운효자동 주민센터 ~ 무궁화동산 앞)
여의도공원 공영주차장(시),37.522347,126.917013,영등포구 여의도동 2-11,,Y,300.0,300.0,5.0,5.0,0.0,0.0,0.0,영등포구 여의도동 2-11
공유) 04-19구역(구),37.47408,126.906166,금천구 독산동 997-22,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 997-22
공유) 01-63구역(구),37.475784,126.89387,금천구 가산동 147-48,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 가산동 147-48
공유) 03-28구역(구),37.466618,126.90386,금천구 독산동 1040-0 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1040-0 
공유) 03-23구역(구),37.466354,126.90319,금천구 독산동 376-11,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 376-11
청계산근린광장(구),37.44556,127.05713,서초구 원지동 361-1,02-577-1055,Y,200.0,200.0,10.0,10.0,,0.0,0.0,서초구 원지동 361-1
공유) 04-14구역(구),37.477478,126.91016,금천구 독산동 906-16,02-809-0061,Y,100.0,0.0,5.0,0.0,0.0,0.0,0.0,금천구 독산동 906-16
유료주차장(시),37.543273,127.059651,성동구 성수동2가 273-15,,Y,500.0,,10.0,,,0.0,0.0,성동구 성수동2가 273-15
하왕십리동286-138 노상주차장(구),37.569658,127.029351,성동구 하왕십리동 286-138 ,,Y,250.0,250.0,5.0,5.0,,,,성동구 하왕십리동 286-138 
청계산 청룡주차장(구),37.44656,127.05988,서초구 신원동 224-3,,Y,200.0,200.0,10.0,10.0,3000.0,0.0,0.0,서초구 신원동 224-3
개봉1동마을공동주차장(구),37.505479,126.844969,구로구 개봉동 416-2,,Y,50.0,50.0,5.0,5.0,,0.0,0.0,구로구 개봉동 416-2
공유) 02-33구역(구),37.454075,126.88924,금천구 독산동 1126-1,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1126-1
공유) 02-12구역(구),37.46981,126.89363,금천구 독산동 300-22 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 300-22 
공유) 03-27구역(구),37.46522,126.90528,금천구 독산동 380-18,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 380-18
공유) 03-21구역(구),37.465885,126.898865,금천구 독산동 1082-40,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1082-40
공유) 02-50구역(구),37.469574,126.89372,금천구 독산동 300-22 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 300-22 
공유) 04-10구역(구),37.478596,126.9045,금천구 독산동 961-13 ,02-809-0061,Y,100.0,0.0,5.0,0.0,0.0,0.0,0.0,금천구 독산동 961-13 
공유) 04-01구역(구),37.479282,126.90441,금천구 독산동 997-0,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 997-0
공유) 04-09구역(구),37.479153,126.90463,금천구 독산동 878-1 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 878-1 
공유) 03-12구역(구),37.4643643,126.8989056,금천구 독산동 1082-42,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1082-42
공유) 01-51구역(구),37.484303,126.88307,금천구 가산동 2-240,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 가산동 2-240
공유) 02-03구역(구),37.47507,126.8977,금천구 독산동 144-82,02-809-0061,Y,100.0,0.0,5.0,0.0,,0.0,0.0,금천구 독산동 144-82
공유) 04-13구역(구),37.47686,126.90484,금천구 독산동 885-7,02-809-0061,Y,100.0,0.0,5.0,0.0,0.0,0.0,0.0,금천구 독산동 885-7
공유) 03-20구역(구),37.46537,126.9012,금천구 독산동 1082-40,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1082-40
마장동 공영주차장(시),37.569221,127.034775,성동구 마장동 459-6,02-2290-6449,Y,120.0,120.0,5.0,5.0,0.0,0.0,0.0,성동구 마장동 459-6
홍제견인보관소(구),37.590652,126.940735,서대문구 홍제동 294-84,,Y,3000.0,1500.0,60.0,30.0,,0.0,0.0,서대문구 홍제동 294-84
쌍문2동 2공영주차장(구),37.653237,127.033561,도봉구 쌍문동 81-102,029015100,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,도봉구 쌍문동 81-102
간송옛집  공영주차장(구),37.665246,127.027521,도봉구 방학동 58-10,02-2091-4215,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,도봉구 방학동 58-10
유진상가/인왕시장 앞(구),37.591642,126.944057,서대문구 홍제동 294-46 ,,Y,250.0,250.0,5.0,5.0,,,,서대문구 홍제동 294-46 
초안산꽃동산공영주차장(구),37.642485,127.041783,도봉구 창동 441-5,,Y,100.0,100.0,5.0,5.0,,0.0,0.0,도봉구 창동 441-5
연남노상공영주차장(구),37.563607,126.925897,마포구 연남동 224-36 ,,Y,250.0,250.0,5.0,5.0,,0.0,0.0,마포구 연남동 224-36 
쌍문2동 5공영주차장(구),37.660061,127.040884,도봉구 쌍문동 715-2,02-2091-4215,Y,0.0,100.0,0.0,5.0,,0.0,0.0,도봉구 쌍문동 715-2
양평유수지 공영주차장(구),37.5276,126.890271,영등포구 양평동3가 57-3,02-2676-3651,Y,1500.0,500.0,30.0,10.0,16500.0,0.0,0.0,영등포구 양평동3가 57-3
공유) 02-05구역(구),37.47409,126.89533,금천구 독산동 147-39 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 147-39 
공유) 02-07구역(구),37.47423,126.89761,금천구 독산동 150-20 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 150-20 
공유) 02-06구역(구),37.47228,126.89742,금천구 독산동 152-13 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 152-13 
공유) 01-52구역(구),37.484478,126.88164,금천구 가산동 34-91,02-809-0061,Y,100.0,0.0,5.0,0.0,0.0,0.0,0.0,금천구 가산동 34-91
화곡5-1 공영주차장(구),37.543908,126.839717,강서구 화곡동 1030-33,02-2600-4250,Y,50.0,50.0,5.0,5.0,2000.0,0.0,0.0,강서구 화곡동 1030-33
화곡5-2 공영주차장(구),37.544231,126.840749,강서구 화곡동 1056-2,02-2604-8688,Y,50.0,50.0,5.0,5.0,2000.0,0.0,0.0,강서구 화곡동 1056-2
화곡7-1 공영주차장(구),37.536029,126.839151,강서구 화곡동 370-63,02-2699-8671,Y,50.0,300.0,5.0,30.0,6000.0,0.0,0.0,강서구 화곡동 370-63
화곡1-1 공영주차장(구),37.531425,126.839888,강서구 화곡동 424-94,02-2699-3993,Y,50.0,50.0,5.0,5.0,2000.0,0.0,0.0,강서구 화곡동 424-94
화곡8-2 공영주차장(구),37.537733,126.850353,강서구 화곡동 410-4,02-2607-1571,Y,50.0,50.0,5.0,5.0,2000.0,0.0,0.0,강서구 화곡동 410-4
화곡2-1 공영주차장(구),37.536046,126.852451,강서구 화곡동 167-10,02-2607-1419,Y,50.0,50.0,5.0,5.0,2000.0,0.0,0.0,강서구 화곡동 167-10
화곡본-2 공영주차장(구),37.544304,126.848442,강서구 화곡동 46-127,02-2607-1570,Y,600.0,50.0,60.0,5.0,2000.0,0.0,0.0,강서구 화곡동 46-127
난지중앙로노상공영주차장(시),37.568052,126.879504,마포구 상암동 481-94 ,,Y,150.0,150.0,5.0,5.0,,0.0,0.0,마포구 상암동 481-94 
화곡 8-1 공영주차장(구),37.538518,126.848922,강서구 화곡동 410-60,02-2608-1572,Y,50.0,50.0,5.0,5.0,2000.0,0.0,0.0,강서구 화곡동 410-60
양천사회단체봉사센터 공영주차장(구),37.531871,126.875505,양천구 목동 905-29,02-2644-1386,Y,150.0,0.0,5.0,0.0,,0.0,0.0,양천구 목동 905-29
한서 공영주차장(구),37.552856,126.949343,마포구 염리동 24-170,02-300-5046,Y,1000.0,500.0,60.0,30.0,,0.0,0.0,마포구 염리동 24-170
어울림소공원 공영주차장(구),37.616735,127.035341,강북구 미아동 4-1,02-944-3025,Y,200.0,200.0,5.0,5.0,10000.0,0.0,0.0,강북구 미아동 4-1
우리공영주차장(구),37.536614,126.879181,양천구 목동 907-8,,Y,150.0,0.0,5.0,0.0,0.0,0.0,0.0,양천구 목동 907-8
고척리본타운(구),37.505136,126.857448,구로구 고척동 156-0,,Y,150.0,,5.0,,,0.0,0.0,구로구 고척동 156-0
휘경유수지(구),37.58988,127.069266,동대문구 휘경동 7-18,,Y,500.0,,10.0,,,0.0,0.0,동대문구 휘경동 7-18
화곡본-1 공영주차장(구),37.539753,126.849814,강서구 화곡동 56-127,02-2600-4250,Y,50.0,50.0,5.0,5.0,2000.0,0.0,0.0,강서구 화곡동 56-127
합정노상공영주차장(구),37.5485222,126.9185341,마포구 서교동 394-22,,Y,500.0,500.0,5.0,5.0,0.0,0.0,0.0,마포구 서교동 394-22
공유) 04-06구역(구),37.478676,126.90652,금천구 독산동 903-33 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 903-33 
화양동공영주차장(시),37.545259,127.071212,광진구 화양동 63-2,02-469-2939,Y,200.0,200.0,5.0,5.0,0.0,0.0,0.0,광진구 화양동 63-2
신촌노외 공영주차장(구),37.553711,126.934128,마포구 노고산동 49-64,02-300-5046,Y,400.0,400.0,5.0,5.0,0.0,0.0,0.0,마포구 노고산동 49-64
효자공영주차장(구),37.583721,126.971306,종로구 효자동 68-1,,Y,250.0,0.0,5.0,0.0,0.0,0.0,0.0,종로구 효자동 68-1
홍은1동 제4공영주차장(구),37.601417,126.94895,서대문구 홍은동 11-23,,Y,250.0,250.0,5.0,5.0,,0.0,0.0,서대문구 홍은동 11-23
신촌노상 공영주차장(구),37.554656,126.934602,마포구 노고산동 49-48,,Y,500.0,500.0,5.0,5.0,0.0,0.0,0.0,마포구 노고산동 49-48
경동고등학교(구),37.585803,127.014961,성북구 삼선동3가 43-1,,Y,150.0,150.0,5.0,5.0,10000.0,0.0,0.0,성북구 삼선동3가 43-1
공유) 03-26구역(구),37.46438,126.90606,금천구 독산동 378-194,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 378-194
공유) 04-18구역(구),37.475204,126.90433,금천구 독산동 234-54 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 234-54 
반포한강공원  반포2주차장(시),37.509875,126.996244,서초구 반포동 115-5,,Y,1000.0,200.0,30.0,10.0,,0.0,0.0,서초구 반포동 115-5
가재울 공영주차장(구),37.637358,127.07334,노원구 하계동 252-6,,Y,150.0,150.0,5.0,5.0,11000.0,0.0,0.0,노원구 하계동 252-6
성균관 유림회관(시),37.585936,126.997951,종로구 명륜3가 53-0,,Y,1500.0,,30.0,,,0.0,0.0,종로구 명륜3가 53-0
청기와노상공영주차장(구),37.5574664,126.9138605,마포구 서교동 458-12,,Y,250.0,250.0,5.0,5.0,,0.0,0.0,마포구 서교동 458-12
공유) 02-38구역(구),37.452255,126.89234,금천구 독산동 1130-0 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1130-0 
공유) 03-25구역(구),37.46392,126.904594,금천구 독산동 378-430,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 378-430
공유) 02-08구역(구),37.4733053,126.8941539,금천구 독산동 289-16 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 289-16 
공유) 02-36구역(구),37.453304,126.89015,금천구 독산동 1127-0,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1127-0
공유) 03-24구역(구),37.464474,126.90428,금천구 독산동 378-194 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 378-194 
고분다리전통시장 주차장(구),37.542974,127.132245,강동구 천호동 280-9,070-7547-3512,Y,150.0,150.0,5.0,5.0,85000.0,0.0,0.0,강동구 천호동 280-9
공유) 03-06구역(구),37.461407,126.900505,금천구 독산동 1082-62 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1082-62 
공유) 03-29구역(구),37.466442,126.90405,금천구 독산동 376-11 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 376-11 
공유) 03-33구역(구),37.467045,126.90567,금천구 독산동 377-9,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 377-9
공유) 03-35구역(구),37.46563,126.903346,금천구 독산동 1040-58,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1040-58
공유) 02-09구역(구),37.47134,126.893745,금천구 독산동 301-10 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 301-10 
공유) 03-04구역(구),37.461037,126.89917,금천구 독산동 1082-62 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1082-62 
화곡5-3 공영주차장(구),37.54335,126.842329,강서구 화곡동 1060-18,02-2604-8688,Y,50.0,50.0,5.0,5.0,5000.0,0.0,0.0,강서구 화곡동 1060-18
공유) 02-35구역(구),37.454464,126.89113,금천구 독산동 1099-0,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1099-0
KBS본관뒤(구),37.52344,126.916114,영등포구 여의도동 1-9 ,,Y,500.0,500.0,5.0,5.0,,,,영등포구 여의도동 1-9 
양화진 공영주차장(구),37.545722,126.911222,마포구 합정동 139-21,02-300-5046,Y,200.0,200.0,5.0,5.0,0.0,0.0,0.0,마포구 합정동 139-21
양재2동주민센터 공영주차장(구),37.470711,127.041252,서초구 양재동 323-1,02-579-2224,Y,300.0,300.0,10.0,10.0,,0.0,0.0,서초구 양재동 323-1
여의도공원앞(구),37.5245009,126.9182749,영등포구 여의도동 2-0 ,,Y,500.0,500.0,5.0,5.0,20000.0,,,영등포구 여의도동 2-0 
공유) 03-16구역(구),37.462692,126.90289,금천구 독산동 1082-47 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1082-47 
공유) 03-08구역(구),37.46223,126.90111,금천구 독산동 1072-55,02-809-0061,Y,100.0,0.0,5.0,0.0,0.0,0.0,0.0,금천구 독산동 1072-55
한마음 공영주차장(구),37.530543,126.877927,양천구 목동 914-5,02-2644-1386,Y,150.0,,5.0,,,0.0,0.0,양천구 목동 914-5
용강노상공영주차장(구),37.540302,126.9427853,마포구 용강동 50-4 ,,Y,250.0,250.0,5.0,5.0,0.0,0.0,0.0,마포구 용강동 50-4 
화곡3-1 공영주차장(구),37.541779,126.834749,강서구 화곡동 1045-0,02-2603-1573,Y,50.0,50.0,5.0,5.0,2000.0,0.0,0.0,강서구 화곡동 1045-0
회기역 주변 노상공영주차장(구),37.589982,127.056515,동대문구 휘경동 320-7 ,,Y,500.0,500.0,10.0,10.0,0.0,0.0,0.0,동대문구 휘경동 320-7 
공유) 03-13구역(구),37.46386,126.900635,금천구 독산동 1049-7 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1049-7 
공덕1-1 공영주차장(구),37.547386,126.960882,마포구 공덕동 11-243,02-300-5046,Y,1000.0,500.0,60.0,30.0,0.0,0.0,0.0,마포구 공덕동 11-243
공유) 03-14구역(구),37.463571,126.900978,금천구 독산동 1062-3 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1062-3 
쌈지유료주차장(구),37.632025,127.023552,강북구 수유동 62-4,,Y,1000.0,500.0,20.0,10.0,,0.0,0.0,강북구 수유동 62-4
공유) 03-01구역(구),37.458916,126.900406,금천구 시흥동 1076-26 ,02-809-0061,Y,100.0,0.0,5.0,0.0,0.0,0.0,0.0,금천구 시흥동 1076-26 
공유) 03-02구역(구),37.459602,126.900444,금천구 독산동 1076-26 ,02-809-0061,Y,100.0,0.0,5.0,0.0,0.0,0.0,0.0,금천구 독산동 1076-26 
공유) 03-19구역(구),37.464615,126.90105,금천구 가산동 1037-34,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 가산동 1037-34
청계주차장(구),37.572235,127.034472,동대문구 용두동 129-4,02-923-4147,Y,1500.0,500.0,30.0,10.0,,0.0,0.0,동대문구 용두동 129-4
공유) 03-03구역(구),37.46014,126.90169,금천구 독산동 1082-57,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1082-57
외대역주차빌딩 공영(구),37.595004,127.062613,동대문구 이문동 306-14,,Y,500.0,500.0,10.0,10.0,,0.0,0.0,동대문구 이문동 306-14
어울림 공영주차장(구),37.522184,126.869169,양천구 신정동 318-2,,Y,150.0,0.0,5.0,0.0,0.0,0.0,0.0,양천구 신정동 318-2
용마폭포공원공영주차장(구),37.57436,127.089338,중랑구 면목동 1-4,,Y,100.0,,5.0,,,0.0,0.0,중랑구 면목동 1-4
공영주차장(구),37.570052,127.028292,성동구 하왕십리동 301-6,,Y,500.0,650.0,5.0,5.0,,0.0,0.0,성동구 하왕십리동 301-6
공유) 03-31구역(구),37.465458,126.90646,금천구 독산동 378-194,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 378-194
舊MBC뒤(구),37.5247318,126.9302301,영등포구 여의도동 3-0 ,,Y,500.0,500.0,5.0,5.0,20000.0,,,영등포구 여의도동 3-0 
공유) 03-17구역(구),37.46221,126.90367,금천구 독산동 1045-35,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1045-35
공유) 03-15구역(구),37.463997,126.90221,금천구 독산동 1082-44 ,02-809-0061,Y,100.0,,5.0,,,0.0,0.0,금천구 독산동 1082-44 
충현동 제1공영주차장(구),37.56518,126.964612,서대문구 충정로2가 78-13,02-360-8542~3,Y,150.0,150.0,5.0,5.0,0.0,0.0,0.0,서대문구 충정로2가 78-13
파미에(반포천) 주차장(시),37.504517,127.007933,서초구 반포동 118-3,02-6282-0550,Y,440.0,440.0,5.0,5.0,31600.0,0.0,0.0,서초구 반포동 118-3
공유) 01-53구역(구),37.47879,126.88875,금천구 가산동 60-7,02-809-0061,Y,100.0,0.0,5.0,0.0,0.0,0.0,0.0,금천구 가산동 60-7
월드컵시장노상공영주차장(구),37.5577402,126.9064342,마포구 망원동 494-0,,Y,250.0,250.0,5.0,5.0,,0.0,0.0,마포구 망원동 494-0
여의도호텔(舊세우빌딩)앞(구),37.5305612,126.9258323,영등포구 여의도동 1-2 ,,Y,500.0,500.0,5.0,5.0,,,,영등포구 여의도동 1-2 
초안산 창골주차장(구),37.6489697,127.0402937,도봉구 창동 677-0,029015100,Y,100.0,,5.0,,,0.0,0.0,도봉구 창동 677-0
중림종합복지센터 부설주차장(구_중림(제5))(시),37.559477,126.966161,중구 중림동 155-1,02-2280-8446,Y,250.0,250.0,5.0,5.0,0.0,0.0,0.0,중구 중림동 155-1
남산파출소공영주차장(시),37.555193,126.982882,중구 회현동1가 1-16,,Y,330.0,330.0,5.0,5.0,0.0,0.0,0.0,중구 회현동1가 1-16
용산구 이태원동 258-29(구),37.542683,126.993966,용산구 이태원동 258-29,,Y,150.0,150.0,5.0,5.0,,0.0,0.0,용산구 이태원동 258-29
20-21구역(구),37.533947,126.963251,용산구 보광동 265-134,,Y,250.0,0.0,5.0,0.0,21000.0,0.0,0.0,용산구 보광동 265-134
용산구 한강로2가 148-4(구),37.545441,126.969751,용산구 한강로2가 148-4,,Y,150.0,150.0,5.0,5.0,,0.0,0.0,용산구 한강로2가 148-4
