기관명,병원경도,병원위도,주소,대표전화,진료시간(월요일)S,진료시간(월요일)C
서울CL치과의원,126.9250607,37.48963706,"서울특별시 관악구 봉천로 212, 5층 (신림동, 희성빌딩)",02-887-2275,1000,1900
서울뉴젠비뇨기과의원,127.0597555,37.5074268,"서울특별시 강남구 테헤란로 514, 11층 (대치동, 삼흥2빌딩)",02-553-3700,930,1900
서울H치과의원,127.0587342,37.65502934,"서울특별시 노원구 상계로 32, 노원역 보미 더 클래스 오피스텔 2층 (상계동)",02-932-3618,1000,1830
서울J플란트치과의원,127.0271564,37.62471865,"서울특별시 강북구 도봉로 178, 4층 (미아동)",02-6225-2828,930,2100
서울M치과의원,126.9520627,37.54679471,"서울특별시 마포구 마포대로7길 11, 4층 (공덕동, 용진빌딩)",02-790-6050,1000,1830
서울ND(엔디)의원,127.0422874,37.51375399,"서울특별시 강남구 선릉로 641, 3층 302, 303호 (논현동)",02-3443-9920,900,1900
서울N비뇨의학과의원,127.0616553,37.65173791,"서울특별시 노원구 동일로 1380, 상계동 국민은행 6층 (상계동)",02-932-9111,900,1900
서울N치과의원,126.9166298,37.47493893,"서울특별시 관악구 난곡로 231, 3층 (신림동)",02-859-2828,1000,1830
서울S(에스)치과의원,127.0841863,37.51208434,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 4층 23~24호 (잠실동)",02-2202-7528,1000,1830
서울S비뇨기과의원,126.9521105,37.48006583,"서울특별시 관악구 관악로 165, 7층 (봉천동)",02-871-7520,900,1900
서울S치과의원,126.946614,37.4870881,"서울특별시 관악구 은천로 101, 3층 (봉천동)",02-3285-2275,930,1830
서울S치과의원,127.1537442,37.55918388,"서울특별시 강동구 동남로79길 26, 2,3층 (고덕동, 고덕아이파크)",02-6285-2828,1000,1900
서울S치과의원,126.8532793,37.51998133,"서울특별시 양천구 중앙로 264, 2층 (신정동)",02-2062-7522,1000,1900
서울대입구예쁨주의쁨의원,126.9528756,37.47973952,"서울특별시 관악구 관악로 164, 206.207.210호 (봉천동, 대우디오슈페리움1단지)",02-875-9930,1030,2100
서울S플러스치과의원,127.0161745,37.59302413,"서울특별시 성북구 아리랑로 3, 2층 (동소문동6가)",02-924-2275,930,1830
서울U비뇨의학과의원,126.9654584,37.56642807,"서울특별시 서대문구 통일로 135, 충정빌딩 3층 (충정로2가)",02-6383-3320,900,1900
서울W(더블유)치과의원,127.0900348,37.50743779,"서울특별시 송파구 석촌호수로 118, 6층 (잠실동)",02-422-2879,930,1830
서울WE좋은내과의원,126.9002463,37.48253994,"서울특별시 구로구 시흥대로 551, 광희빌딩 3층 (구로동)",02-3281-8787,900,1800
서울수치과의원,127.04573,37.68343616,서울특별시 도봉구 도봉로 885 (도봉동),02-3491-2972,930,1800
서울W내과의원,126.9521105,37.48006583,"서울특별시 관악구 관악로 165 (봉천동, 양지빌딩)",02-871-5600,830,1820
서울대방내과의원,126.9317538,37.51144645,"서울특별시 동작구 등용로 115, 2층 201호 (대방동, 엘리시아빌딩)",02-815-7533,900,1800
서울W정신건강의학과의원,126.8803936,37.48142499,"서울특별시 금천구 가산디지털1로 181, 가산 더블유센터 214호 (가산동)",02-6281-6080,930,2000
서울대통마취통증의학과의원,126.9198082,37.62037006,"서울특별시 은평구 통일로 869, 서연빌딩 3,6층 (갈현동)",02-359-7500,900,1900
서울e조은치과의원,127.0098426,37.55401589,"서울특별시 중구 다산로 111, 4층 (신당동, 한미빌딩)",02-2234-2872,930,1830
서울e치과의원,126.8385595,37.48604074,"서울특별시 구로구 천왕로 106, 골드프라자 301,302호 (오류동)",02-2612-2835,930,1830
서울대항유외과의원,126.9463217,37.55707136,"서울특별시 서대문구 신촌로 183, 유인빌딩 4층 (대현동)",02-364-7577,900,1800
서울가정의원,126.9495436,37.50763053,"서울특별시 동작구 만양로 26, 206호 (상도동, 건영아파트상가)",02-825-6331,900,1900
서울가정의원,126.9181256,37.47348548,"서울특별시 관악구 난곡로 209, 2층 (신림동)",02-830-8201,900,1900
서울가정의원,126.8310539,37.5416715,"서울특별시 양천구 월정로50길 10, 2층 (신월동,신층상가)",02-2697-1623,900,1800
서울가정의원,127.0690897,37.54313275,"서울특별시 광진구 아차산로29길 51, 2층 (화양동)",02-469-8050,830,1800
서울가정의원,126.9194587,37.58243136,"서울특별시 서대문구 증가로20가길 89, 2층 (북가좌동, 양지빌딩)",02-376-1957,850,1735
서울가정의원,127.0198596,37.56502661,"서울특별시 중구 퇴계로86길 11, 2층 (신당동)",02-2237-5505,830,1800
서울가정의학과의원,126.976302,37.56365333,"서울특별시 중구 서소문로 138, 대한일보빌딩 201호 (태평로2가)",02-755-9955,830,1730
서울가정의학과의원,126.976302,37.56365333,"서울특별시 중구 서소문로 138, 대한일보빌딩 201호 (태평로2가)",02-755-9955,830,1730
서울가정의학과의원,126.9486646,37.49127941,"서울특별시 관악구 구암길 106, 205호 (봉천동, 관악드림타운분산상가)",02-888-8858,830,1830
서울가정의학과의원,127.0314335,37.60264363,서울특별시 성북구 종암로27길 13  (종암동),02-953-8575,900,1800
서울가정의학과의원,126.8378035,37.53452027,"서울특별시 강서구 가로공원로76길 56, 2층 (화곡동)",02-2694-7500,900,1810
서울고운이치과의원,126.9110976,37.50551374,"서울특별시 영등포구 신길로 150-1, 3, 4층 (신길동)",02-6672-2828,930,2030
서울가정의학과의원,126.9601488,37.5740826,"서울특별시 종로구 통일로12길 23, 308호 (무악동, 무악현대아상가)",02-722-3490,900,1830
서울가정의학과의원,127.0196727,37.62004094,서울특별시 강북구 솔샘로 243 (미아동),02-945-1825,900,1900
서울가정의학과의원,127.0311015,37.54990996,서울특별시 성동구 독서당로 384 (응봉동),02-2291-2258,900,1800
서울가정의학과의원,126.9063195,37.55325744,"서울특별시 마포구 포은로 68, 2층 (망원동)",02-323-9102,900,1830
서울감동치과의원,127.0887864,37.58187756,"서울특별시 중랑구 면목로 334-1, 배스킨라빈스 2층 (면목동)",02-6215-2828,930,1830
서울강남재활의학과의원,127.0527361,37.49583915,"서울특별시 강남구 선릉로 227, 102호 (도곡동)",02-573-7573,930,1900
서울강민신경과의원,126.8365536,37.55467046,"서울특별시 강서구 강서로 323, 2층 (내발산동)",02-2663-7536,900,1800
서울강안과의원,127.1448489,37.49321291,"서울특별시 송파구 오금로 505 (거여동, 201호)",02-3401-8383,900,1800
서울강한신경외과의원,126.9053369,37.45899388,"서울특별시 금천구 시흥대로 202, 대의빌딩 2층 (시흥동)",02-893-7577,830,1830
서울개구장이치과의원,127.0958339,37.54079147,"서울특별시 광진구 광나루로 614, 5층 (구의동, 만택빌딩)",02-454-2828,1000,1830
서울갤러리치과의원,127.0934362,37.58943555,"서울특별시 중랑구 상봉로 39, MS빌딩 2층 (면목동)",02-435-2260,1000,1830
서울건강내과의원,127.0807496,37.53512456,"서울특별시 광진구 자양로15길 51-1, 진덕빌딩 2층 (자양동)",02-456-7542,830,1800
서울건우정형외과의원,127.1734951,37.55748606,"서울특별시 강동구 고덕로 429, 2,3층 (강일동)",02-426-9876,900,1800
서울건우정형외과의원,127.0791411,37.62716565,"서울특별시 노원구 공릉로46길 3, 3층 301호 (공릉동, 공릉동평화타운)",02-974-7575,900,2000
서울동아의원,127.0781793,37.61908723,"서울특별시 노원구 공릉로 99, 서울동아의원 (공릉동)",02-972-1189,930,1830
서울건치과의원,127.1228308,37.53036074,"서울특별시 강동구 성내로 19, 3층 302호 (성내동)",02-488-2275,1000,1900
서울건탑재활의학과의원,126.8640915,37.53271505,"서울특별시 양천구 등촌로 30, 1,2층 (목동)",02-2061-8885,900,2000
서울드림내과의원,126.8427938,37.51906242,"서울특별시 양천구 신월로 177, 도이치빌딩 2층 (신월동)",02-2601-8275,830,1800
서울드림의원,126.9086182,37.4964707,"서울특별시 영등포구 신길로 42, 2층 (신길동)",02-834-5578,830,1800
서울드림정형외과의원,126.8595806,37.5067064,"서울특별시 구로구 고척로 239, 힘찬테크 4층 (고척동)",02-2066-3060,900,1830
서울경희통합의원,127.0104647,37.59006825,"서울특별시 성북구 동소문로 40, 2, 3층 (동소문동3가)",02-745-8275,900,2000
서울고든병원,126.8646737,37.55547675,"서울특별시 강서구 양천로 600, 파인블루빌딩 지하1층,2,7,8층 ,9,10호 (등촌동)",1670-0124,900,2100
서울고마운정형외과의원,126.9293386,37.52429153,"서울특별시 영등포구 국제금융로 39, 109호 (여의도동)",02-6925-3939,930,1930
서울고마운치과의원,127.0352897,37.658418,"서울특별시 도봉구 도당로 2, 3층 (쌍문동)",02-905-2875,930,2030
서울소통의원,126.9823058,37.56778527,"서울특별시 중구 남대문로 117, 6층 (다동, 동아빌딩)",02-772-9791,930,1900
서울고운누리치과교정과치과의원,126.9199521,37.6174451,"서울특별시 은평구 연서로 214, 3층 (대조동)",02-352-7528,1000,1900
서울고운이치과의원,127.0107579,37.5025732,"서울특별시 서초구 고무래로 22, 쌍동빌딩 서관, 3층 일부 (반포동)",02-6084-2828,930,1830
서울로움산부인과의원,126.8438554,37.4956898,"서울특별시 구로구 경인로 204, 401호 (오류동)",02-6346-7000,930,1830
서울고운치과의원,127.0163628,37.58888422,"서울특별시 성북구 보문로 163, 지상6층 (삼선동5가, 동우빌딩)",02-953-2275,930,1830
서울고치과의원,126.9628813,37.50776441,"서울특별시 동작구 서달로 166, 2층 (흑석동, 우리은행흑석동지점)",02-813-9028,930,1750
서울골든치과의원,126.8459216,37.53249029,"서울특별시 강서구 강서로 53, 형제빌딩 2층 (화곡동)",02-2699-2323,1000,1900
서울공감치과의원,127.0215138,37.5484404,"서울특별시 성동구 장터길 49-1, 지상2층 (금호동3가)",02-2253-2879,930,2030
서울리더스안과의원,126.8391075,37.54157779,"서울특별시 강서구 화곡로 157, Roi빌딩 2층 203,204호 (화곡동)",02-2690-1007,900,2000
서울공감치과의원,127.0229261,37.63493249,서울특별시 강북구 도봉로 295 (수유동),02-907-8275,930,1800
서울공감치과의원,126.9286635,37.61233415,"서울특별시 은평구 통일로 750, 경일빌딩 3층 일부호 (불광동)",02-6375-2875,930,2030
서울공감치과의원,127.0872768,37.59026918,"서울특별시 중랑구 면목로 430, 5층 (면목동)",02-6463-2875,930,1830
서울공릉재활의학과의원,127.0745533,37.62205085,"서울특별시 노원구 동일로 1028, 한의학명가 2층 (공릉동)",02-949-7440,900,1900
서울마디신경외과의원,127.0100442,37.51036822,"서울특별시 서초구 신반포로33길 27, 파스텔프라자 304호 (잠원동)",02-449-5588,930,1830
서울광혜내과의원,127.0355766,37.50436917,서울특별시 강남구 논현로 538  (역삼동),02-553-4393,1000,1630
서울구강내과치과의원,126.9488974,37.54134215,"서울특별시 마포구 마포대로 68, 4층 411호 (도화동, 마포아크로타워)",02-6221-9075,1000,1900
서울구로디지털의원,126.8923345,37.48438754,"서울특별시 구로구 디지털로27가길 17, 오닉스 지식산업센터 201~208호 (구로동)",02-839-5544,930,1830
서울내곡치과의원,127.0599758,37.4566898,"서울특별시 서초구 헌릉로8길 9-8, 302호 303호 (내곡동, 내곡플라자)",02-3462-1675,930,1830
서울굿닥터치과의원,127.1281262,37.55086573,"서울특별시 강동구 올림픽로 782, 501타워 3층 2호 (암사동)",02-6427-2875,930,1830
서울마음숲정신건강의학과의원,127.0164023,37.495411,"서울특별시 서초구 서초중앙로24길 27, G5센트럴프라자 2층 213호 (서초동)",02-2038-3067,1000,1900
서울굿모닝내과의원,127.0876287,37.58924296,"서울특별시 중랑구 면목로 418, 2층 (면목동)",02-438-2525,830,1900
서울굿모닝내과의원,127.0762003,37.53320881,"서울특별시 광진구 뚝섬로 595, 2층 (자양동)",02-452-3434,900,1800
서울굿모닝치과의원,126.9206226,37.52860432,"서울특별시 영등포구 국회대로70길 22, 505호 (여의도동, 금강빌딩)",02-761-2375,930,1800
서울굿모닝치과의원,127.0876777,37.58893361,"서울특별시 중랑구 면목로 414, 2층 (면목동)",02-2209-2080,930,1830
서울굿타임치과의원,127.0258435,37.62627918,"서울특별시 강북구 도봉로 197, 2층층 (미아동)",02-6229-2875,930,2030
서울메디이비인후과의원,126.9094817,37.45044256,"서울특별시 금천구 금하로 720, 2층 203호 (시흥동, 에벤에셀프라자)",02-805-7100,900,1830
서울뉴본치과의원,127.0705533,37.57894686,"서울특별시 동대문구 사가정로 229, 2층 (장안동)",02-6382-2828,930,1830
서울권앤김내과의원,127.0862114,37.510702,"서울특별시 송파구 석촌호수로 61, 3층 308호 (잠실동, 트리지움상가)",02-421-8811,900,1800
서울권치과의원,127.1362771,37.4969894,"서울특별시 송파구 오금로 420, 유니팜코리아 3층 (가락동)",02-6952-2788,930,2100
서울권치과의원,126.9081369,37.55537936,"서울특별시 마포구 월드컵로13길 37, 2층 (망원동)",02-332-8014,930,1730
서울귀감이비인후과의원,127.0377475,37.52235191,"서울특별시 강남구 도산대로 326, 대동타워 6층 (논현동)",02-529-9997,900,1830
서울귀한이비인후과의원,126.9723007,37.57170565,"서울특별시 종로구 새문안로3길 15, 동원빌딩 3층 (당주동)",02-739-8206,900,1830
서울귀한이치과병원,127.0098714,37.50711642,"서울특별시 서초구 잠원로 24, 403,404호 (반포동, 반포자이프라자)",02-523-2875,930,1800
서울그린정형외과의원,127.1341186,37.53576104,"서울특별시 강동구 천호대로 1099, 정산타워빌딩 2층 (천호동)",02-474-7511,900,2000
서울그린치과의원,126.8595717,37.52019522,"서울특별시 양천구 은행정로 5, 4층 401,402호 (신정동)",02-2648-2727,900,1700
서울글로우안과의원,127.0638891,37.65542724,"서울특별시 노원구 노해로 507, 와우쇼핑몰 3층 (상계동)",02-930-9306,900,1930
서울금플란트치과의원,126.9159387,37.61172409,"서울특별시 은평구 서오릉로 151, 3층 (구산동)",02-386-2727,930,1830
서울기쁨치과의원,127.0574061,37.5680105,"서울특별시 동대문구 전농로 36, 답십리포레스트스퀘어 3층 301호 (답십리동)",02-6461-2875,930,2030
서울다조은치과의원,126.9194962,37.60023031,서울특별시 은평구 은평로 107 (응암동),02-355-1597,1000,1900
서울기운찬정형외과의원,127.0858289,37.50953386,"서울특별시 송파구 석촌호수로 76, 2층 (잠실동)",02-3432-9212,900,2000
서울길치과의원,127.1396803,37.5377704,서울특별시 강동구 양재대로 1477 (길동),02-475-2755,930,1830
서울김내과의원,126.9415621,37.50115097,"서울특별시 서초구 논현로 63, 한덕빌딩 1층 (양재동)",02-573-5550,900,1800
서울김진철치과의원,126.8889847,37.58209264,"서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티, S-City 2층 201, 202호 (상암동)",02-304-7522,1000,2100
서울나란이치과교정과치과의원,126.9503819,37.48182209,"서울특별시 관악구 남부순환로 1801, 3층 (봉천동)",02-889-2191,1000,1830
서울나란이치과교정과치과의원,127.0739854,37.54598397,"서울특별시 광진구 능동로 172, 빌리브 인테라스 210~213호 (화양동)",02-461-7522,1000,1730
서울나란이치과의원,127.0697473,37.54049856,"서울특별시 광진구 아차산로 237, 402호 (화양동, 삼진빌딩)",02-461-7522,1000,1730
서울나무치과의원,126.9232361,37.63437375,"서울특별시 은평구 진관2로 67, 252동 상가 B102호 (진관동)",02-382-2879,900,1800
서울나무치과의원,127.050235,37.50387217,"서울특별시 강남구 선릉로90길 10, 샹제리제센터 제B동 지2(제지하)층 제BB202호 (대치동)",02-2274-1175,930,1830
서울나무치과의원,127.102633,37.51694013,"서울특별시 송파구 올림픽로35가길 10, 2층 (신천동, 잠실 더샵스타파크)",02-414-2879,930,1740
서울나솔마취통증의학과의원,127.017975,37.54170891,"서울특별시 성동구 독서당로40길 39, 옥수 어울림 109,110호 (옥수동)",02-6956-2600,900,1900
서울나은병원,127.0387314,37.57856929,서울특별시 동대문구 왕산로 137 (제기동),1544-6003,900,1730
서울나은치과의원,126.9909179,37.57006802,"서울특별시 종로구 종로 120, 동영타워 8층 (종로3가)",02-2264-9595,1000,2000
서울남치과의원,127.0804995,37.5640957,"서울특별시 광진구 면목로 120, 2층 (중곡동)",02-547-2828,930,1900
서울남치과의원,127.0711221,37.57187659,"서울특별시 동대문구 장한로25길 2, 8층 (장안동)",02-3394-8156,1000,1800
서울내과의원,126.811826,37.57372519,서울특별시 강서구 양천로 73 (방화동),02-2664-5555,900,1830
서울내과의원,127.0559357,37.50396764,"서울특별시 강남구 역삼로77길 23, 4,5층 (대치동)",02-552-4891,900,1630
서울내과의원,127.0352659,37.64899508,서울특별시 도봉구 도봉로 488 (창동),02-905-6119,900,1830
서울내과의원,127.0782455,37.61184252,"서울특별시 중랑구 공릉로2길 8-4, 2층 203~206호 (묵동, 칼튼테라스)",02-976-7550,830,1800
서울내외의원,127.0938341,37.53952582,서울특별시 광진구 구의강변로 99 (구의동),02-456-7001,900,1730
서울넘버원내과의원,127.0499263,37.65453993,"서울특별시 도봉구 마들로13길 61, 씨드큐브 창동 5층 501-2호 (창동)",02-6077-8800,830,1930
서울넘버원정형외과의원,127.0209009,37.62083549,"서울특별시 강북구 삼양로 190, 백운M빌딩 2~4층 (미아동)",02-987-1111,900,2000
서울노마취통증의학과의원,126.9304986,37.48464069,"서울특별시 관악구 남부순환로 1619, 영일빌딩 5층 (신림동)",02-889-7575,900,1900
서울노보스병원,127.0436345,37.67193028,서울특별시 도봉구 도봉로 755(도봉동),02-3492-3251,900,1800
서울녹번치과의원,126.9359478,37.60198245,"서울특별시 은평구 통일로 610, 303,304,305,306호 (녹번동, 힐스테이트 녹번)",02-353-2882,930,1830
서울누가치과의원,126.9560077,37.48489729,"서울특별시 관악구 관악로 230, 3층 (봉천동)",02-888-5868,900,1800
서울눈에빛안과의원,126.8879864,37.50966195,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 104동 401호 (신도림동)",02-6956-0880,900,2000
서울뉴스마일치과의원,126.9125665,37.49540996,"서울특별시 동작구 여의대방로10길 38, 지층 2호 (신대방동, 보라매롯데낙천대아파트상가)",02-842-0797,1000,1900
서울뉴욕치과의원,127.0252627,37.62760133,"서울특별시 강북구 도봉로 213, 하당빌딩 5층 (미아동)",02-916-7582,1000,1800
서울뉴치과의원,127.0246773,37.60435162,"서울특별시 성북구 길음로 2, 지상3층 (길음동)",02-942-0248,930,1900
서울늘봄메디칼내과의원,126.8766086,37.50498296,"서울특별시 구로구 구로중앙로 217, 이안과빌딩 3층 (구로동)",02-2675-3247,900,1900
서울늘열린의원,127.1352152,37.52633938,"서울특별시 강동구 양재대로 1343, 2층 (성내동)",02-484-4799,900,2200
서울니어치과의원,127.0187886,37.5171318,"서울특별시 서초구 강남대로 621, 잠원동 K-TOWER 14층 (잠원동)",02-515-2180,1000,1900
서울다나의원,126.9162117,37.6017606,"서울특별시 은평구 연서로 30, 2층 (역촌동)",02-355-5416,900,2030
서울다루치과의원,127.0875025,37.50813968,"서울특별시 송파구 석촌호수로 94, 한주빌딩 5층 (잠실동)",02-6285-2275,930,1830
서울다정치과의원,126.8441222,37.49545175,"서울특별시 구로구 경인로20가길 5, 하늘쉼빌딩 2층 201호 (오류동)",02-2066-2828,1000,2100
서울다혜의원,127.0059987,37.57130429,"서울특별시 종로구 종로 253, 2층 (종로5가)",02-2234-6286,900,1800
서울닥터박치과의원,126.9644544,37.55479085,"서울특별시 중구 만리재로 175, 402동 4층 401호 (만리동2가)",02-363-1255,930,1830
서울닥터우치과의원,127.078368,37.60565832,"서울특별시 중랑구 동일로 843, 2층 (묵동)",02-973-2332,930,1800
서울닥터한치과의원,127.0755263,37.61948899,"서울특별시 노원구 동일로 1000, 와이엔타워 2층 201,202호 (공릉동)",02-972-2080,930,2030
서울닥터한치과의원,127.0218512,37.56527611,"서울특별시 중구 퇴계로 452-1, B동 2층 (신당동)",02-2235-2875,930,1830
서울닥터호치과교정과치과의원,127.1545288,37.55415638,"서울특별시 강동구 동남로75길 29, 세종프라자 1동 3층 303,305호 (명일동)",02-6287-2275,1000,1900
서울당신의내과의원,127.0544563,37.5464486,"서울특별시 성동구 아차산로7길 15-1, 제이제이빌딩 1~2층 (성수동2가)",02-6958-7900,830,1800
서울대니엘정신건강의학과의원,127.0468231,37.54115868,"서울특별시 성동구 뚝섬로 321-1, 2층 (성수동1가)",02-462-7575,930,1830
서울대윤치과의원,126.918361,37.51412159,서울특별시 영등포구 영등포로 364 (신길동),02-843-3822,930,1830
서울대인치과의원,127.0465546,37.65334931,"서울특별시 도봉구 노해로63다길 10, 2,3층 (창동)",02-902-2888,1000,1900
서울대입구정형외과의원,126.9533774,37.48156228,"서울특별시 관악구 관악로 186, 5층 (봉천동)",02-882-9998,830,2000
서울대치탑의원,127.0619166,37.49334891,"서울특별시 강남구 남부순환로 2936, 304호 (대치동)",02-566-9110,1400,1800
서울대학교병원,126.9989631,37.57966609,서울특별시 종로구 대학로 101 (연건동),02-1588-5700,800,1800
서울대학교병원강남의원,127.0365086,37.50002424,"서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터 38층,39층, 3층일부)",02-2112-5500,800,1700
서울대학교병원강남치과의원,127.0365086,37.50002424,"서울특별시 강남구 테헤란로 152, 강남파이낸스센터 38,39층 (역삼동)",02-2112-5528,700,1600
서울대학교치과병원,126.9971964,37.58045239,서울특별시 종로구 대학로 101 (연건동),1522-2700,900,1600
서울대효병원,126.9012483,37.45442844,"서울특별시 금천구 시흥대로 230, 서평빌딩 5,6,7층 (시흥동)",02-896-2114,900,1800
서울대효병원,126.8357622,37.55111024,"서울특별시 강서구 강서로47가길 33, 덕산빌딩 2,3,4,5,6층 (내발산동)",02-2663-1114,900,1800
서울더고운치과의원,127.1746034,37.56496233,"서울특별시 강동구 아리수로 427, 중앙프라자 403~404호 (강일동)",02-426-2804,1000,1900
서울더나은마취통증의학과의원,127.1282581,37.51104721,"서울특별시 송파구 양재대로 1164, 홍일빌딩 1층 (오금동)",02-409-0001,900,2000
서울더나은정신건강의학과의원,127.1196967,37.49339802,"서울특별시 송파구 중대로 101, 동부썬빌 2층 206호 (가락동)",02-401-2012,900,1830
서울더나은치과의원,126.9565823,37.60819029,"서울특별시 종로구 진흥로 432, 1층 (구기동, 요진오피스텔쉐레이)",02-391-2870,930,1500
서울더바른치과교정과치과의원,127.0640434,37.614953,"서울특별시 노원구 화랑로 325, 2층 (월계동, 우현빌딩)",02-919-2828,1000,2100
서울더봄치과의원,126.9194413,37.52852927,"서울특별시 영등포구 국회대로66길 17, 성우빌딩 5층 (여의도동)",02-780-9058,1000,1900
서울더블유W내과의원,127.0184277,37.62641978,"서울특별시 강북구 삼양로 258, 2층 (미아동)",02-6951-4545,830,2000
서울더블유치과의원,127.0604541,37.49833998,서울특별시 강남구 도곡로 458  (대치동),02-516-1831,930,1800
서울더숲정신건강의학과의원,127.0358388,37.49963476,"서울특별시 강남구 테헤란로26길 10, 성보빌딩 5층 (역삼동)",02-567-0177,1000,2000
서울더스마일치과의원,127.0856869,37.59434823,"서울특별시 중랑구 면목로 477, 2층 (상봉동)",02-2207-2879,930,1830
서울더원치과의원,126.9734342,37.48255222,서울특별시 동작구 사당로16길 19 (사당동),02-6335-2875,1000,1900
서울외과의원,127.0118929,37.50242379,"서울특별시 서초구 고무래로 32, 5층 (반포동, 반포메딕스)",02-3482-0088,900,1800
서울더원플러스치과의원,126.9723527,37.48383735,"서울특별시 동작구 사당로 222, 김정문알로에 2층 3층층 (사당동)",02-6747-2875,1000,1900
서울더자연치과의원,127.1437714,37.55124524,"서울특별시 강동구 양재대로 1631, 2,3층 (명일동)",02-429-0175,930,2030
서울더좋은치과의원,126.9022911,37.53324478,서울특별시 영등포구 당산로 222 (당산동5가),02-2672-8575,930,1830
서울더좋은치과의원,127.1461495,37.49808052,"서울특별시 송파구 마천로 264, 흥일빌딩 2층 (거여동)",02-401-2279,930,2000
서울더좋은치과의원,127.1461495,37.49808052,"서울특별시 송파구 마천로 264, 흥일빌딩 2층 (거여동)",02-401-2279,930,2000
서울더치과의원,127.056316,37.49765537,"서울특별시 강남구 도곡로 419, 3층 (대치동)",02-569-2882,1000,1900
서울더치과의원,127.1132652,37.52031368,"서울특별시 송파구 올림픽로35길 10, B동 3층 304호 (신천동, 파크리오)",02-422-5222,1000,1900
서울더키즈치과의원,126.990641,37.49199379,"서울특별시 서초구 방배로 211, sm빌딩 2층 (방배동)",02-535-2275,930,1830
서울바른마취통증의학과의원,126.8556011,37.49759938,"서울특별시 구로구 경인로 319, 대림프라자 2,3층 201,301~2,305~7호 (개봉동)",02-2135-5547,900,1800
서울더편한치과의원,127.0901794,37.55165783,"서울특별시 광진구 천호대로 665 (구의동,3층)",02-446-5080,930,1800
서울더편한치과의원,127.1696789,37.55744052,"서울특별시 강동구 고덕로 399, 메가스퀘어상가동 2층 206~207호 (고덕동, 고덕센트럴푸르지오)",02-6951-2822,930,2030
서울더플랜치과의원,127.0630331,37.65453771,"서울특별시 노원구 노해로 494, 고려빌딩 2층 201~203호 (상계동)",02-935-2828,1000,1900
서울덴치과의원,126.9149397,37.61283403,"서울특별시 은평구 서오릉로 168, 4층 (갈현동)",02-354-4232,930,1800
서울도담치과의원,126.9867305,37.56857872,"서울특별시 종로구 종로14길 32, 4층 (관철동, 동흥빌딩)",02-725-9200,930,1800
서울독일치과의원,126.9144739,37.59859093,"서울특별시 은평구 은평로 60, 3,4층 (신사동)",02-306-2875,930,2030
서울돌봄치과의원,127.1353175,37.5482277,"서울특별시 강동구 구천면로 321, 1층 (암사동)",02-6949-5700,1000,1900
서울동민치과의원,127.0595582,37.49883014,서울특별시 강남구 도곡로 449 (대치동),02-579-2875,930,1800
서울동서남북치과의원,127.0364929,37.57849586,"서울특별시 동대문구 왕산로 117, 불로장생타워 6층 (제기동)",02-928-2879,900,1800
서울리더스치과의원,127.0740207,37.57271499,"서울특별시 동대문구 답십리로69길 8, 3층 (장안동)",02-2245-1332,900,1800
서울동안미의원,126.9250607,37.48963706,"서울특별시 관악구 봉천로 212, 2층 (신림동)",02-875-5355,1000,1900
서울동안의원,127.0816891,37.51141629,"서울특별시 송파구 올림픽로 100, 효창타워 7층 (잠실동)",02-423-3898,1000,1900
서울듀크의원,126.9845865,37.57633684,"서울특별시 종로구 율곡로 47, 3층 (안국동, 걸스카웃회관)",02-737-7900,900,1830
서울드림이비인후과의원,127.0991124,37.51578733,"서울특별시 송파구 송파대로 570, 2층 (신천동, 타워730)",02-415-9430,900,1830
서울우리비뇨기과의원,127.1208327,37.48452579,"서울특별시 송파구 송파대로 167, A동 309호 (문정동, 문정역테라타워)",02-6476-0075,800,1800
서울드림재활의학과의원,127.0416557,37.60357714,"서울특별시 성북구 화랑로11길 23-6, 201,202,203,301,302,303호 (하월곡동)",02-917-9877,900,1900
서울드림치과의원,127.0708446,37.57022424,"서울특별시 동대문구 장한로 110, 힐스테이트 장안 센트럴 209~211호 (장안동)",02-1533-2879,930,1830
서울드림치과의원,126.9100624,37.48069472,"서울특별시 관악구 남부순환로 1434, 3층 (신림동, 한미빌딩)",02-865-2877,930,1830
서울드림치과의원,126.8773969,37.55025171,"서울특별시 강서구 양천로 731, 309동 2층 201-2호 (염창동, 염창동동아3차아파트)",02-3665-4312,930,1830
서울바이오의원,127.0350284,37.51279085,"서울특별시 강남구 언주로 631, 강남웨딩홀 7(일부)층 (논현동)",02-6951-0692,930,1830
서울밝은세상안과의원,127.0394554,37.52556454,"서울특별시 강남구 선릉로 823, 한양타운빌딩 2층일부 6층일부, 7층 (신사동)",02-3443-0880,930,1830
서울든든한치과의원,127.0794794,37.55777176,"서울특별시 광진구 능동로 313, 6,7층 (중곡동)",02-463-7528,930,1830
서울아랑치과의원,126.9978269,37.56251394,"서울특별시 중구 퇴계로 235, A동 208호 (충무로4가, 남산 센트럴 자이)",02-2285-4502,930,1800
서울디딤정신건강의학과의원,126.9611392,37.47831839,"서울특별시 관악구 남부순환로 1905, 2층 (봉천동)",02-872-0675,1000,1900
